VendorNumber,VendorName,Brand,Volume,Description,ActualPrice,PurchasePrice,TotalPurchaseQuantity,TotalPurchaseDollar,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,ExciseTax,TotalFreight,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
480,BACARDI USA INC,3194,750,Grey Goose Cherry Noir Vodka,23.99,18.31,3497,64030.07,3846,94295.54,64528.8,3032.0,89286.26999999999,30265.469999999994,32.096396075572606,1.0997998284243637,1.4726758849396853
480,BACARDI USA INC,3345,50,Bombay Sapphire Gin,2.29,1.54,20387,31395.98,19658,39119.42,14361.83,1020.0,89286.26999999999,7723.439999999999,19.7432375019875,0.9642419188698681,1.2460009211370373
480,BACARDI USA INC,4066,1750,Bacardi Oakheart Spiced Rum,21.99,12.85,9852,126598.2,10719,219417.81,142474.67,19700.0,89286.26999999999,92819.61,42.30267816454827,1.0880024360535931,1.7331826992800845
480,BACARDI USA INC,126,1000,Grey Goose Vodka,32.99,20.14,59878,1205942.92,58013,1736610.87,294049.49,60914.0,89286.26999999999,530667.9500000002,30.557677552715084,0.9688533351147333,1.4400440030776915
480,BACARDI USA INC,4243,1750,Bacardi Superior Rum,19.99,14.49,76389,1106876.61,77041,1657809.59,342678.85,141552.0,89286.26999999999,550932.98,33.2325849315421,1.0085352603123487,1.4977365814966492
480,BACARDI USA INC,4050,750,Bacardi Oakheart Spiced Rum,11.99,8.72,6464,56366.08,6399,76882.01,59128.4,5044.0,89286.26999999999,20515.929999999993,26.684955297084446,0.989944306930693,1.3639765263080206
480,BACARDI USA INC,6638,1500,M & R Asti,24.99,16.23,2442,39633.66,2370,59226.3,41133.54,528.0,89286.26999999999,19592.64,33.08097922713389,0.9705159705159705,1.4943434444358659
480,BACARDI USA INC,8653,375,M & R Extra Dry Vermouth,5.29,3.53,14627,51633.31,14621,77345.09,48064.94,839.0,89286.26999999999,25711.78,33.24293759306505,0.9995897996855131,1.4979688499536443
480,BACARDI USA INC,4232,1000,Castillo Silver Label Rum,8.29,6.48,3412,22109.76,3550,29429.5,4965.71,3728.0,89286.26999999999,7319.740000000002,24.872118112778,1.0404454865181711,1.3310637474129072
480,BACARDI USA INC,903,1000,Bombay Sapphire Gin,24.99,18.79,9534,179143.86,9465,251306.35,132815.32,9938.0,89286.26999999999,72162.49000000002,28.714948905986663,0.9927627438640655,1.4028186620518281
480,BACARDI USA INC,4025,50,Bacardi Oakheart Spiced Rum,1.79,1.37,3197,4379.89,5437,9732.23,4585.98,280.0,89286.26999999999,5352.339999999999,54.9960286594131,1.7006568658116985,2.2220261239437518
480,BACARDI USA INC,4404,375,Bacardi Gold Rum,5.99,4.32,9389,40560.48,9223,62791.77,38523.19,3618.0,89286.26999999999,22231.289999999994,35.40478314275899,0.9823197358611141,1.5481022413935928
480,BACARDI USA INC,7977,1500,M & R X Dry Vermouth,10.49,7.49,8339,62459.11,8328,87360.72,57862.84,13095.0,89286.26999999999,24901.61,28.504355275460185,0.9986808969900468,1.3986865967190374
480,BACARDI USA INC,8368,100,Bacardi Superior Rum,1.99,1.51,14957,22585.07,14922,29694.78,9148.03,1563.0,89286.26999999999,7109.709999999999,23.942625606251333,0.9976599585478372,1.3147968990133747
480,BACARDI USA INC,810,750,Bacardi Black Razz,11.99,7.19,2283,16414.77,3153,37736.47,24286.12,2484.0,89286.26999999999,21321.7,56.50157526657898,1.38107752956636,2.2989338260603103
480,BACARDI USA INC,508,1000,Bacardi Superior Rum,12.99,9.77,38957,380609.89,38335,522309.15,123060.88,40252.0,89286.26999999999,141699.26,27.12938496290942,0.984033678157969,1.3722952653700091
480,BACARDI USA INC,3343,375,Bombay Sapphire Gin,12.49,9.46,7472,70685.12,7327,95177.73,71263.14,2871.0,89286.26999999999,24492.61,25.7335513255044,0.9805942184154176,1.3465030546740249
480,BACARDI USA INC,8617,750,Bacardi Black,11.99,7.19,3529,25373.51,3556,39598.44,25799.34,2803.0,89286.26999999999,14224.930000000004,35.92295555077423,1.0076508926041372,1.5606212936247292
480,BACARDI USA INC,443,750,St Germain Liqueur,33.99,24.45,7748,189438.6,7705,273863.95,171470.85,6071.0,89286.26999999999,84425.35,30.827478388447986,0.9944501806917915,1.4456607576280653
480,BACARDI USA INC,7978,750,M & R X Dry Vermouth,7.49,3.95,14255,56307.25,14313,103852.37,67609.4,11276.0,89286.26999999999,47545.119999999995,45.78144918599354,1.0040687478077868,1.8443871792708753
480,BACARDI USA INC,4320,750,D'Usse VSOP Cognac,52.99,36.02,1694,61017.88,1663,83409.37,62503.55,1311.0,89286.26999999999,22391.489999999998,26.845293280599048,0.9817001180637545,1.3669660433958046
480,BACARDI USA INC,4222,750,Bacardi Gold Rum,11.99,7.99,21056,168237.44,20910,229242.9,103863.97,16471.0,89286.26999999999,61005.45999999999,26.611711856724895,0.9930661094224924,1.3626152418867048
480,BACARDI USA INC,40114,750,M & R Prosecco Frizzante,13.99,6.66,2191,14592.06,2210,23843.9,13286.78,246.0,89286.26999999999,9251.840000000002,38.80170609673754,1.0086718393427658,1.6340324806778483
480,BACARDI USA INC,802,750,Bacardi Torched Cherry Rum,11.99,7.99,5049,40341.51,4962,57060.38,39933.56,3911.0,89286.26999999999,16718.869999999995,29.30031310692287,0.9827688651218063,1.4144334210593503
480,BACARDI USA INC,824,1000,Dewars White Label Scotch,26.99,20.76,6787,140898.12,6617,178592.83,106394.58,6948.0,89286.26999999999,37694.70999999999,21.10650802722595,0.9749521143362311,1.267531674659676
480,BACARDI USA INC,8154,750,Cazadores Reposado Tequila,21.99,16.05,3104,49819.2,3019,67818.81,46834.17,2380.0,89286.26999999999,17999.61,26.54073405298619,0.9726159793814433,1.3612986559398785
480,BACARDI USA INC,5315,750,B & B Liqueur Dom,28.99,19.22,11165,214591.3,11624,307571.76,174993.25,9156.0,89286.26999999999,92980.46000000002,30.230493202626928,1.0411106135244066,1.4332909116073207
480,BACARDI USA INC,5317,50,B & B Liqueur Dom,3.29,2.46,4401,10826.46,4368,14370.72,8076.95,223.0,89286.26999999999,3544.26,24.66306489862721,0.9925017041581459,1.3273701653171952
480,BACARDI USA INC,2665,750,Dewars White Label,19.99,15.38,18574,285668.12,19088,400461.12,215262.61,15034.0,89286.26999999999,114793.0,28.665204751961937,1.0276730914181114,1.4018404293765787
480,BACARDI USA INC,7345,750,M & R Asti,13.99,6.75,26883,181460.25,26350,290794.5,88993.47,2948.0,89286.26999999999,109334.25,37.59845870537441,0.9801733437488376,1.602524519832856
480,BACARDI USA INC,8534,375,M & R Asti,5.99,4.02,5294,21281.88,5313,31824.87,15016.93,303.0,89286.26999999999,10542.989999999998,33.12814789188455,1.0035889686437476,1.495397493078619
480,BACARDI USA INC,4881,750,Bacardi Twin Pack 2/750mls,19.99,14.81,846,12529.26,3410,67253.9,25191.29,2687.0,89286.26999999999,54724.63999999999,81.37021050080367,4.030732860520095,5.367747177407125
480,BACARDI USA INC,4234,750,Bacardi Pineapple Fusion,11.99,7.99,7732,61778.68,7190,80286.1,50310.22,5666.0,89286.26999999999,18507.420000000006,23.051835871962897,0.9299017071908949,1.2995761644632098
480,BACARDI USA INC,4247,750,Bacardi Limon Rum,11.99,7.99,12250,97877.5,11778,133890.22,77062.16,9279.0,89286.26999999999,36012.72,26.89719981041184,0.961469387755102,1.367936655513269
480,BACARDI USA INC,7982,750,M & R Sweet Vermouth,7.49,3.95,14780,58381.0,14838,107834.62,66777.15,11688.0,89286.26999999999,49453.619999999995,45.860615078905084,1.0039242219215156,1.8470841540912282
480,BACARDI USA INC,8130,50,Bacardi Superior Rum,1.29,0.93,46658,43391.94,46626,60147.54,14742.12,2436.0,89286.26999999999,16755.6,27.85749841140635,0.9993141583436924,1.3861454454444766
480,BACARDI USA INC,8654,375,M & R Sweet Vermouth,5.29,3.55,9515,33778.25,9560,50572.4,34866.39,552.0,89286.26999999999,16794.15,33.20813329009499,1.0047293746715713,1.4971882794401723
480,BACARDI USA INC,4258,750,Bacardi Mango Fusion,11.99,7.35,7365,54132.75,7359,83206.41,52760.27,5798.0,89286.26999999999,29073.660000000003,34.94161086868188,0.9991853360488798,1.5370807875084862
480,BACARDI USA INC,4179,1750,Bacardi Dragon Berry Rum,19.99,15.14,6734,101952.76,6719,144216.81,98570.23,12349.0,89286.26999999999,42264.05,29.305911009957857,0.9977724977724978,1.4145454228016976
480,BACARDI USA INC,7990,1000,Noilly Prat Sweet Vermouth,9.99,7.68,3211,24660.48,3178,31748.22,23246.73,3337.0,89286.26999999999,7087.740000000002,22.3248421486307,0.9897228277795079,1.2874128970725631
480,BACARDI USA INC,5560,1750,Bacardi Mojito Cocktail,15.99,12.79,3385,43294.15,3418,59087.82,45343.02,6284.0,89286.26999999999,15793.669999999998,26.72914654830725,1.0097488921713442,1.3647991703267068
480,BACARDI USA INC,2624,750,Dewars 18 Yr Old Founders Rv,64.99,46.76,748,34976.48,644,42753.56,36269.54,508.0,89286.26999999999,7777.0799999999945,18.19048519000522,0.8609625668449198,1.2223517060607583
480,BACARDI USA INC,5318,750,Benedictine Liqueur Dom,28.99,18.65,2056,38344.4,1880,52909.2,39278.04,1482.0,89286.26999999999,14564.799999999996,27.527915750001885,0.914396887159533,1.379841645716193
480,BACARDI USA INC,4246,375,Bacardi Superior Rum,5.49,4.22,31200,131664.0,30666,211183.84,95745.78,12050.0,89286.26999999999,79519.84,37.65432051997918,0.9828846153846154,1.6039603840077774
480,BACARDI USA INC,4204,750,Bacardi Coco Rum,11.99,7.74,6438,49830.12,6521,72356.79,42292.85,5138.0,89286.26999999999,22526.66999999999,31.132765839943964,1.012892202547375,1.4520693508263676
516,BANFI PRODUCTS CORP,8678,750,Banfi Chianti Clsc RSV,15.99,9.32,14292,133201.44,14191,219699.09,82353.2,1585.0,8510.410000000002,86497.65,39.370964167398235,0.99293310943185,1.6493747364893352
516,BANFI PRODUCTS CORP,6240,1500,Riunite Raspberry,8.99,5.36,1258,6742.88,1351,11812.49,6176.92,302.0,8510.410000000002,5069.61,42.91736966549813,1.073926868044515,1.7518463920461287
516,BANFI PRODUCTS CORP,18027,750,Banfi Rosa Regale,15.99,9.08,6771,61480.68,6304,96735.56,48138.26,702.0,8510.410000000002,35254.88,36.44459183365455,0.9310293900457834,1.5734302223072354
516,BANFI PRODUCTS CORP,8232,1500,Riunite Lambrusco,8.99,6.24,7826,48834.24,7754,65995.46,39132.19,1731.0,8510.410000000002,17161.22000000001,26.003637219893623,0.990799897776642,1.3514177757245738
516,BANFI PRODUCTS CORP,8978,3000,Riunite Lambrusco,14.99,10.78,3122,33655.16,3115,49737.85,36089.44,1402.0,8510.410000000002,16082.689999999995,32.334911943318815,0.9977578475336323,1.4778669897870043
516,BANFI PRODUCTS CORP,18347,750,Banfi Pnt Grigio San Angelo,14.99,8.58,10798,92646.84,10202,156530.98,71506.63,1137.0,8510.410000000002,63884.140000000014,40.81245770006679,0.9448045934432302,1.689544727051673
516,BANFI PRODUCTS CORP,6378,1500,Walnut Crest Merlot Rapel,11.99,6.62,1309,8665.58,1302,13791.98,6035.23,291.0,8510.410000000002,5126.4,37.169427449865786,0.9946524064171123,1.5915818675726263
516,BANFI PRODUCTS CORP,10874,750,Cantine Maschio Prosecco Brt,10.99,7.53,6891,51889.23,6810,75899.9,30391.75,760.0,8510.410000000002,24010.66999999999,31.634653010083007,0.9882455376578145,1.4627293563616186
516,BANFI PRODUCTS CORP,8674,1500,Riunite Moscato,8.99,5.22,4436,23155.92,4424,37990.76,23666.48,987.0,8510.410000000002,14834.840000000004,39.04854759420449,0.9972948602344455,1.6406499936085461
516,BANFI PRODUCTS CORP,14279,750,Movendo Moscato,7.99,5.22,4667,24361.74,4544,40750.56,23055.3,505.0,8510.410000000002,16388.819999999996,40.217410509205266,0.9736447396614527,1.672727810082531
516,BANFI PRODUCTS CORP,18152,750,Banfi Centine Mntcln Tscna,10.99,5.26,12783,67238.58,13305,131280.55,41395.87,1489.0,8510.410000000002,64041.96999999999,48.782527190813866,1.0408354846280217,1.9524586926136749
516,BANFI PRODUCTS CORP,12140,750,Natura Valle Svgn Bl Casabla,9.99,5.91,1821,10762.11,1851,17887.49,9434.25,206.0,8510.410000000002,7125.380000000001,39.83443177326724,1.016474464579901,1.6620802054615684
516,BANFI PRODUCTS CORP,6234,1500,C Y Toro Front Cab/Merlot,7.99,4.54,11276,51193.04,10071,92977.79,44818.48,2256.0,8510.410000000002,41784.74999999999,44.94057129127289,0.8931358637814828,1.816219353255833
516,BANFI PRODUCTS CORP,43798,750,Trivento Select Mendz Malbec,11.99,6.45,3244,20923.8,3367,35550.83,18920.12,375.0,8510.410000000002,14627.030000000002,41.14399016844333,1.0379161528976573,1.6990618338925054
516,BANFI PRODUCTS CORP,8630,750,Fontana Candida Frascati,7.99,5.47,3010,16464.7,2940,23326.6,11653.85,327.0,8510.410000000002,6861.899999999998,29.416631656563748,0.9767441860465116,1.4167643503981244
516,BANFI PRODUCTS CORP,25984,750,C Y Toro Casa Diablo Svgn Bl,8.99,5.88,2412,14182.56,2291,21481.09,11383.89,255.0,8510.410000000002,7298.530000000001,33.97653471029636,0.9498341625207297,1.5146130176780497
516,BANFI PRODUCTS CORP,18801,750,Bolla Prosecco Extra Dry,12.99,7.14,1993,14230.02,1897,22178.03,13815.19,210.0,8510.410000000002,7948.009999999998,35.83731287224338,0.9518314099347717,1.5585382170931592
516,BANFI PRODUCTS CORP,15482,1500,C Y Toro Frontera Carmenere,8.99,5.96,980,5840.8,977,9385.73,5570.22,218.0,8510.410000000002,3544.9299999999994,37.76935837702554,0.996938775510204,1.6069254211751813
516,BANFI PRODUCTS CORP,25985,750,C Y Toro Casa Diablo Merlot,9.99,6.66,1385,9224.1,1191,11893.09,6427.57,132.0,8510.410000000002,2668.99,22.441518562459375,0.859927797833935,1.2893496384471113
516,BANFI PRODUCTS CORP,17967,750,Banfi Principessa Gavia Gav,12.99,8.96,4445,39827.2,4362,62798.38,30337.01,486.0,8510.410000000002,22971.18,36.579255706914736,0.9813273340832396,1.5767711513739355
516,BANFI PRODUCTS CORP,12586,1500,C Y Toro Frontera Malbec,8.99,4.82,7590,36583.8,6697,62584.53,36451.75,1496.0,8510.410000000002,26000.729999999996,41.544979246468735,0.8823451910408432,1.7107170386892558
516,BANFI PRODUCTS CORP,14710,750,Ch Tanunda Gr Barossa Shiraz,15.99,10.38,710,7369.8,641,11021.59,5797.63,71.0,8510.410000000002,3651.79,33.13305974909247,0.9028169014084507,1.4955073407690846
516,BANFI PRODUCTS CORP,23712,750,Bell'Agio Chianti Flask,9.99,6.8,6596,44852.8,6594,68464.06,37729.96,733.0,8510.410000000002,23611.259999999995,34.48708709357873,0.9996967859308672,1.5264166339671101
516,BANFI PRODUCTS CORP,6859,1500,C Y Toro Frontera Chard,8.99,4.69,5544,26001.36,4688,44891.62,20914.16,1049.0,8510.410000000002,18890.260000000002,42.07970218049605,0.8455988455988456,1.7265104594528902
2396,BLACK PRINCE DISTILLERY INC,3079,750,Devils Spring Vodka,15.99,10.21,420,4288.2,728,9492.72,5375.97,573.0,30.98,5204.5199999999995,54.82643541577124,1.7333333333333334,2.213684063243319
1128,BROWN-FORMAN CORP,5075,750,Tuaca Italian Liqueur,21.99,15.03,980,14729.4,983,20596.17,15476.61,775.0,68601.68000000001,5866.769999999999,28.484761972735704,1.0030612244897958,1.3983033932135727
1128,BROWN-FORMAN CORP,1232,750,Jack Daniels No 7 Black,22.99,15.93,52932,843206.76,53206,1255188.94,394500.86,41888.0,68601.68000000001,411982.17999999993,32.82232394431391,1.0051764528073754,1.4885897499208853
1128,BROWN-FORMAN CORP,1867,50,Jack Daniels Tennessee Honey,2.99,2.15,26904,57843.6,25571,76457.29,26865.15,1326.0,68601.68000000001,18613.689999999995,24.345212863286154,0.9504534641688969,1.3217934222627914
1128,BROWN-FORMAN CORP,8342,750,Korbel X Dry,11.99,8.21,16916,138880.36,16311,209317.89,75750.99,1823.0,68601.68000000001,70437.53000000003,33.65098415620376,0.9642350437455663,1.507181360993016
1128,BROWN-FORMAN CORP,5299,1750,Southern Comfort,21.99,15.26,15196,231890.96,15234,349220.66,136423.8,27991.0,68601.68000000001,117329.69999999998,33.59758268597282,1.0025006580679126,1.5059692710746464
1128,BROWN-FORMAN CORP,44712,750,Sonoma-Cutrer Chard Sonoma,21.99,13.79,7540,103976.6,8566,192344.34,77656.7,956.0,68601.68000000001,88367.73999999999,45.94246963544651,1.1360742705570293,1.8498810309242655
1128,BROWN-FORMAN CORP,2015,750,Jack Daniels Tennessee Honey,22.99,18.1,33715,610241.5,32969,771010.31,303753.15,25960.0,68601.68000000001,160768.81000000006,20.85170689870542,0.9778733501408868,1.2634511254970369
1128,BROWN-FORMAN CORP,8200,50,Chambord Liqueur de France,2.99,2.18,14744,32141.92,14063,42048.37,20711.73,722.0,68601.68000000001,9906.450000000004,23.559652847423106,0.9538117200217038,1.3082096526903186
1128,BROWN-FORMAN CORP,1231,375,Jack Daniels No 7 Black,12.99,9.48,36450,345546.0,35733,435377.67,192455.16,14044.0,68601.68000000001,89831.66999999998,20.633044868837665,0.9803292181069959,1.259970221041482
1128,BROWN-FORMAN CORP,1770,1750,Jack Daniels Tennessee Fire,38.99,26.42,10746,283909.32,10128,389506.72,233847.24,18613.0,68601.68000000001,105597.39999999997,27.11054638543848,0.9424902289223898,1.3719405900447368
1128,BROWN-FORMAN CORP,811,1000,Jack Daniels No 7 Black,29.99,19.84,32554,645871.36,32064,937915.36,253234.7,33667.0,68601.68000000001,292044.0,31.137564481298185,0.9849480862566812,1.4521705374890752
1128,BROWN-FORMAN CORP,2143,1750,Canadian Mist,12.99,10.07,37653,379165.71,37763,518089.37,180374.16,69383.0,68601.68000000001,138923.65999999997,26.81461308499728,1.0029214139643587,1.36639299476738
1128,BROWN-FORMAN CORP,1955,375,Jack Daniels Tennessee Honey,12.99,9.62,19908,191514.96,19712,239666.88,128304.5,7741.0,68601.68000000001,48151.92000000001,20.09118656695494,0.9901547116736991,1.2514264159833781
1128,BROWN-FORMAN CORP,1595,375,Gentleman Jack,15.99,10.93,10266,112207.38,10189,151074.11,100860.45,3997.0,68601.68000000001,38866.72999999998,25.726929650619805,0.9924995129553867,1.3463830097449916
1128,BROWN-FORMAN CORP,171,1750,Gentleman Jack,49.99,36.76,6664,244968.64,6590,338434.1,236839.04,12114.0,68601.68000000001,93465.45999999996,27.61703386272245,0.9888955582232893,1.3815405106547514
1128,BROWN-FORMAN CORP,8033,50,Jack Daniels No 7 Black,2.99,2.3,52988,121872.4,52025,155554.75,40131.78,2713.0,68601.68000000001,33682.350000000006,21.6530514175877,0.9818260738280365,1.2763738959764475
1128,BROWN-FORMAN CORP,16828,750,Korbel Organic Brut,12.99,8.66,5534,47924.44,5347,71140.53,34073.54,596.0,68601.68000000001,23216.089999999997,32.63412572270687,0.966208890495121,1.4844311169833178
1128,BROWN-FORMAN CORP,1233,1750,Jack Daniels No 7 Black,36.99,26.27,145080,3811251.6,142049,5101919.51,672819.31,260999.0,68601.68000000001,1290667.9099999997,25.297692514949137,0.9791080783016267,1.3386467348416462
1128,BROWN-FORMAN CORP,3614,1750,Finlandia Vodka,19.99,15.99,13694,218967.06,13788,287664.12,146053.64,25338.0,68601.68000000001,68697.06,23.88099704613839,1.0068643201402074,1.3137323942697134
1128,BROWN-FORMAN CORP,1545,750,Gentleman Jack,29.99,19.42,14785,287124.7,14501,423808.99,253424.58,11423.0,68601.68000000001,136684.28999999998,32.25138994809902,0.9807913425769361,1.4760450424501967
1128,BROWN-FORMAN CORP,1465,375,Woodford Rsv Bourbon,14.99,11.02,11872,130829.44,11830,194469.7,121614.72,4642.0,68601.68000000001,63640.26000000001,32.725026058044,0.9964622641509434,1.4864368447957892
1128,BROWN-FORMAN CORP,8288,750,Korbel Brut,11.99,7.94,25153,199714.82,24819,317622.81,100515.05,2777.0,68601.68000000001,117907.98999999999,37.122015890483425,0.9867212658529798,1.590381775373505
1128,BROWN-FORMAN CORP,5297,750,Southern Comfort,13.99,10.76,8616,92708.16,8010,115819.9,65972.66,6310.0,68601.68000000001,23111.73999999999,19.954895488599103,0.9296657381615598,1.2492956391325207
1128,BROWN-FORMAN CORP,5270,50,Southern Comfort,1.99,1.55,12387,19199.85,12166,24210.34,7950.05,632.0,68601.68000000001,5010.490000000002,20.695661440525008,0.9821587147816259,1.2609650596228617
